hs_contact_id,email,account_name_freetext,lifecycle_stage_hs,hs_lead_score,lead_source_hs,segment_raw_hs,country,created_at,is_internal,_synced_at
HS-000175,wcarrillo175@example.com,"Lawson, Morris and Ramos",lead,31,Word of Mouth,smb,United States,2025-10-01 03:01:35,false,2026-04-01 06:30:00
HS-000176,susan77176@example.com,Lam-Elliott,lead,22,Partner,MM,United Kingdom,2025-11-28 01:47:37,false,2026-04-01 06:30:00
HS-000177,olsonjonathan177@example.com,Davis-Stephens,marketingqualifiedlead,89,inbound,MidMarket,Australia,2026-02-25 17:14:56,false,2026-04-01 06:30:00
HS-000178,oschultz178@example.com,"Morris, Wright and Bridges",lead,9,outbound,smb,Australia,2026-01-08 18:22:13,false,2026-04-01 06:30:00
HS-000179,laurengutierrez179@example.com,"Johnston, Sanchez and Kennedy",marketingqualifiedlead,43,Content Download,Strategic,Australia,2025-11-14 20:10:07,false,2026-04-01 06:30:00
HS-000180,zachary04180@example.com,Campbell Inc,marketingqualifiedlead,58,Inbound,MM,Canada,2025-11-23 00:36:21,false,2026-04-01 06:30:00
HS-000181,justinross181@example.com,Davis-Lozano,marketingqualifiedlead,75,Referral,Small Business,Canada,2026-02-21 10:15:03,false,2026-04-01 06:30:00
HS-000182,charles27182@example.com,"Shaffer, Garcia and Richardson",marketingqualifiedlead,64,IB,SmallBiz,United Kingdom,2025-12-21 20:04:45,false,2026-04-01 06:30:00
HS-000183,michael94183@example.com,Osborn-Cochran,marketingqualifiedlead,56,Event,Mid Market,Canada,2026-01-22 16:38:39,false,2026-04-01 06:30:00
HS-000184,staceyvega184@example.com,Miller-Colon,lead,31,inbound,MM,United States,2026-03-11 13:20:59,false,2026-04-01 06:30:00
HS-000185,victorgonzalez185@example.com,"Wheeler, Rice and Levine",marketingqualifiedlead,85,outbound,Small Business,Canada,2026-02-17 23:27:35,false,2026-04-01 06:30:00
HS-000186,moniqueclark186@example.com,Thompson-Harrell,lead,27,IB,SmallBiz,Germany,2026-03-10 07:18:21,false,2026-04-01 06:30:00
HS-000187,maryhuff187@example.com,"Morris, Campbell and Owens",marketingqualifiedlead,56,Inbound,SMB,Canada,2025-12-26 21:20:23,false,2026-04-01 06:30:00
HS-000188,eric11188@example.com,Ballard Ltd,marketingqualifiedlead,82,Inbound,MidMarket,United States,2026-02-16 19:35:23,false,2026-04-01 06:30:00
HS-000189,loweelizabeth189@example.com,Cannon Ltd,lead,6,Event,smb,Australia,2025-12-10 23:50:27,false,2026-04-01 06:30:00
HS-000190,duranamber190@example.com,Waller-Chavez,marketingqualifiedlead,83,outbound,Mid-Market,Australia,2025-10-17 19:31:24,false,2026-04-01 06:30:00
HS-000191,charlesnathan191@example.com,Wallace-Martinez,lead,5,Content Download,ENT,Australia,2026-03-05 15:05:10,false,2026-04-01 06:30:00
HS-000192,travis94192@example.com,Torres-Pope,lead,23,Content,Mid-Market,Germany,2025-11-17 22:45:52,false,2026-04-01 06:30:00
HS-000193,wwhite193@example.com,Armstrong-Young,lead,6,Content,MM,United States,2026-02-04 06:17:42,false,2026-04-01 06:30:00
HS-000194,raymond92194@example.com,Garner-Thornton,marketingqualifiedlead,68,Cold Outreach,MidMarket,United Kingdom,2025-11-30 11:10:36,false,2026-04-01 06:30:00
HS-000195,foxrodney195@example.com,"Stark, Schroeder and Mathis",lead,37,Event,ENT,Australia,2025-09-23 19:33:39,false,2026-04-01 06:30:00
HS-000196,shawphillip196@example.com,Blackwell LLC,lead,26,PPC,MM,Australia,2025-09-28 07:50:29,false,2026-04-01 06:30:00
HS-000197,stephenmartinez197@example.com,Powell LLC,marketingqualifiedlead,73,Outbound,SmallBiz,United Kingdom,2025-12-03 16:36:55,false,2026-04-01 06:30:00
HS-000198,astewart198@example.com,Mendoza Group,marketingqualifiedlead,69,inbound,Small Business,United Kingdom,2026-03-14 17:02:30,false,2026-04-01 06:30:00
HS-000199,craignicolas199@arcline.com,Frank-Bradley,lead,7,outbound,smb,United Kingdom,2026-02-28 05:52:30,true,2026-04-01 06:30:00
HS-000200,nguyenchloe200@example.com,Wallace-Martinez,lead,27,Content,Enterprise,Australia,2025-09-25 01:10:33,false,2026-04-01 06:30:00
HS-000201,jacob43201@example.com,Velasquez Group,lead,28,IB,enterprise,Germany,2025-09-04 19:49:25,false,2026-04-01 06:30:00
HS-000202,thomas95202@example.com,"Ramsey, Mason and Mccann",marketingqualifiedlead,65,Content Download,SMB,Australia,2025-09-04 01:10:01,false,2026-04-01 06:30:00
HS-000203,ivan63203@example.com,Gonzales-Harrison,lead,30,Outbound,Mid-Market,United Kingdom,2025-09-13 13:36:41,false,2026-04-01 06:30:00
HS-000204,xhaynes204@example.com,"Brown, Hurst and Blevins",marketingqualifiedlead,64,Outbound,Mid-Market,United States,2026-01-29 14:42:37,false,2026-04-01 06:30:00
HS-000205,melissa47205@example.com,"Nguyen, Smith and Hickman",marketingqualifiedlead,53,IB,smb,Canada,2026-03-06 14:19:43,false,2026-04-01 06:30:00
HS-000206,ashleykrause206@example.com,"Tran, Jordan and Williams",lead,36,inbound,MM,Canada,2025-12-26 06:26:23,false,2026-04-01 06:30:00
HS-000207,lisale207@example.com,"Osborn, Gaines and Davis",marketingqualifiedlead,89,outbound,smb,United States,2025-12-22 07:22:09,false,2026-04-01 06:30:00
HS-000208,angelachase208@example.com,Roberts-Sullivan,lead,16,Outbound,Small Business,Germany,2025-10-09 04:20:38,false,2026-04-01 06:30:00
HS-000209,dustinhaley209@example.com,"Thomas, Murray and King",marketingqualifiedlead,58,Trade Show,Small Business,Canada,2025-11-19 19:13:08,false,2026-04-01 06:30:00
HS-000210,thomassmith210@example.com,Robles-Swanson,lead,37,PPC,MidMarket,Australia,2025-10-27 09:11:15,false,2026-04-01 06:30:00
HS-000211,oporter211@example.com,"Perez, Hayes and Lloyd",lead,6,Cold Outreach,SMB,Germany,2025-12-03 00:04:20,false,2026-04-01 06:30:00
HS-000212,kristen44212@example.com,"Miller, Davis and Anderson",marketingqualifiedlead,87,Cold Outreach,SmallBiz,Canada,2025-10-10 05:33:43,false,2026-04-01 06:30:00
HS-000213,rosshannah213@example.com,"Robinson, Huang and Osborne",lead,39,outbound,Small Business,Australia,2025-11-16 21:55:08,false,2026-04-01 06:30:00
HS-000214,lewisjonathan214@example.com,Ruiz Ltd,marketingqualifiedlead,43,Inbound,MM,United States,2026-03-09 07:18:00,false,2026-04-01 06:30:00
HS-000215,colematthew215@example.com,Parker Ltd,marketingqualifiedlead,42,Inbound,Mid Market,United Kingdom,2025-08-24 11:55:15,false,2026-04-01 06:30:00
HS-000216,michael84216@example.com,"Durham, Hopkins and Smith",marketingqualifiedlead,51,IB,Small Business,United Kingdom,2026-02-07 17:39:51,false,2026-04-01 06:30:00
HS-000217,andrew15217@example.com,"Smith, Montoya and Evans",lead,9,Content,smb,Canada,2026-02-11 23:52:08,false,2026-04-01 06:30:00
HS-000218,barbarasantos218@example.com,"Wilson, Sweeney and Wong",marketingqualifiedlead,78,inbound,smb,Germany,2025-10-20 14:34:23,false,2026-04-01 06:30:00
HS-000219,tiffanymitchell219@example.com,Allen Inc,lead,30,outbound,SmallBiz,Canada,2026-03-04 06:45:52,false,2026-04-01 06:30:00
HS-000220,emily77220@example.com,"Gutierrez, Avila and Perez",lead,11,Content Download,Small Business,Canada,2025-10-31 04:07:30,false,2026-04-01 06:30:00
HS-000221,jamesjustin221@example.com,Bennett Group,lead,9,IB,SMB,Canada,2025-10-07 00:08:34,false,2026-04-01 06:30:00
HS-000222,mirandadavidson222@example.com,"Walters, Davenport and Becker",lead,13,Content,Small Business,Australia,2025-09-29 11:21:19,false,2026-04-01 06:30:00
HS-000223,robert99223@example.com,Sullivan-Doyle,marketingqualifiedlead,65,Content,MidMarket,Germany,2026-02-22 10:08:19,false,2026-04-01 06:30:00
HS-000224,esweeney224@example.com,Kerr-Evans,marketingqualifiedlead,70,PPC,Small Business,United States,2025-09-10 08:53:40,false,2026-04-01 06:30:00
HS-000225,martinjeremy225@example.com,Mason Ltd,marketingqualifiedlead,84,Word of Mouth,Strategic,Australia,2026-02-01 05:35:47,false,2026-04-01 06:30:00
HS-000226,denise49226@example.com,Nolan and Sons,lead,19,Word of Mouth,SMB,United States,2025-12-28 00:24:11,false,2026-04-01 06:30:00
HS-000227,cnelson227@example.com,"Sparks, Jackson and Miller",lead,16,Inbound,Small Business,Australia,2025-11-02 16:09:41,false,2026-04-01 06:30:00
HS-000228,julie87228@example.com,"Griffin, Davies and Mitchell",lead,10,Word of Mouth,MM,Germany,2026-01-03 20:33:29,false,2026-04-01 06:30:00
HS-000229,bjackson229@example.com,Morgan-Schwartz,marketingqualifiedlead,84,IB,SmallBiz,United States,2025-12-25 22:27:16,false,2026-04-01 06:30:00
HS-000230,jessicastanley230@example.com,Williams-Berg,lead,13,Event,SMB,United Kingdom,2025-10-03 23:13:01,false,2026-04-01 06:30:00
HS-000231,clarkrandy231@example.com,Petersen PLC,marketingqualifiedlead,80,Cold Outreach,SMB,Germany,2025-10-06 18:37:44,false,2026-04-01 06:30:00
HS-000232,brownnatasha232@example.com,"Yang, Wilson and Zimmerman",lead,5,Event,SmallBiz,Germany,2025-12-15 07:47:12,false,2026-04-01 06:30:00
HS-000233,johnsonrandy233@example.com,Perez Ltd,lead,38,Outbound,Small Business,Canada,2025-11-23 19:06:50,false,2026-04-01 06:30:00
HS-000234,garciachristine234@example.com,"Obrien, Taylor and Rivas",lead,19,PPC,MidMarket,Canada,2025-09-14 23:19:41,false,2026-04-01 06:30:00
HS-000235,penanicole235@example.com,"Pugh, Henderson and Moon",marketingqualifiedlead,86,Content Download,SMB,United Kingdom,2025-12-27 14:07:21,false,2026-04-01 06:30:00
HS-000236,jerome47236@example.com,Rivera LLC,marketingqualifiedlead,62,Inbound,SMB,United Kingdom,2025-11-07 02:33:52,false,2026-04-01 06:30:00
HS-000237,davidroberson237@example.com,"Martinez, Cline and Wright",lead,31,IB,Small Business,United States,2026-03-08 12:02:41,false,2026-04-01 06:30:00
HS-000238,johnsonmichael238@example.com,Gutierrez-Hawkins,lead,28,outbound,enterprise,United States,2025-10-10 22:50:49,false,2026-04-01 06:30:00
HS-000239,michelle78239@example.com,"Suarez, Shields and Hill",lead,39,Word of Mouth,smb,United States,2025-10-25 16:19:04,false,2026-04-01 06:30:00
HS-000240,amy28240@example.com,Ruiz-Jacobson,marketingqualifiedlead,84,inbound,Mid Market,Canada,2026-01-19 09:52:57,false,2026-04-01 06:30:00
HS-000241,brittanybryant241@example.com,"Robinson, Shields and Brown",lead,8,Partner,SmallBiz,Canada,2025-09-02 15:05:45,false,2026-04-01 06:30:00
HS-000242,omills242@example.com,Nelson-Cruz,marketingqualifiedlead,70,Outbound,ENT,Germany,2026-03-01 14:14:40,false,2026-04-01 06:30:00
HS-000243,regina78243@example.com,Paul-Kline,marketingqualifiedlead,85,Word of Mouth,MidMarket,Canada,2026-03-03 12:04:06,false,2026-04-01 06:30:00
HS-000244,lindaramos244@example.com,Powell-Sanford,marketingqualifiedlead,52,outbound,smb,United Kingdom,2025-09-17 04:40:13,false,2026-04-01 06:30:00
HS-000244D,lindaramos244@example.com,Powell-Sanford,marketingqualifiedlead,52,outbound,smb,United Kingdom,2025-09-17 04:40:13,false,2026-04-01 06:30:00
HS-000245,robert24245@example.com,Mendoza Group,lead,20,Channel,SmallBiz,United Kingdom,2026-02-09 23:45:10,false,2026-04-01 06:30:00
HS-000246,smithlisa246@example.com,Harvey-Allen,marketingqualifiedlead,65,IB,Mid-Market,Canada,2025-12-26 13:26:07,false,2026-04-01 06:30:00
HS-000247,mauriceharrison247@example.com,Todd-Pham,lead,30,Inbound,SmallBiz,Australia,2025-09-11 16:59:26,false,2026-04-01 06:30:00
HS-000248,wattstravis248@example.com,Conner and Sons,marketingqualifiedlead,86,IB,smb,United States,2026-01-22 07:10:24,false,2026-04-01 06:30:00
HS-000249,xevans249@example.com,Marshall-Peterson,lead,8,outbound,Mid Market,Canada,2025-10-27 08:07:15,false,2026-04-01 06:30:00
HS-000250,myates250@example.com,Miller Inc,marketingqualifiedlead,79,Outbound,SmallBiz,Germany,2026-01-20 23:58:41,false,2026-04-01 06:30:00
HS-000251,laurakelley251@example.com,Gonzales Inc,marketingqualifiedlead,87,Content Download,SmallBiz,United Kingdom,2025-10-23 06:31:51,false,2026-04-01 06:30:00
HS-000252,robertcastro252@example.com,"Mcpherson, Anderson and Knapp",marketingqualifiedlead,68,Word of Mouth,Small Business,Canada,2025-12-29 04:56:23,false,2026-04-01 06:30:00
HS-000253,twright253@example.com,"Daniels, Vance and York",marketingqualifiedlead,74,outbound,SMB,Australia,2026-01-16 17:09:14,false,2026-04-01 06:30:00
HS-000254,oclayton254@example.com,Wagner LLC,lead,5,Content,MidMarket,Australia,2026-02-26 00:25:25,false,2026-04-01 06:30:00
HS-000255,christian38255@example.com,"Kennedy, Johnson and Lucas",marketingqualifiedlead,61,Paid,SmallBiz,Canada,2025-09-06 01:53:35,false,2026-04-01 06:30:00
HS-000256,justin84256@example.com,Smith-Lewis,lead,5,inbound,Mid Market,Canada,2025-11-16 13:13:45,false,2026-04-01 06:30:00
HS-000257,elopez257@example.com,Flowers LLC,lead,5,Cold Outreach,Small Business,Australia,2025-12-15 15:12:17,false,2026-04-01 06:30:00
HS-000258,derrickrodriguez258@example.com,Davis Group,lead,27,Trade Show,MidMarket,Germany,2026-01-05 05:07:28,false,2026-04-01 06:30:00
HS-000259,rwilliamson259@example.com,"Harris, Collins and Carney",lead,36,Word of Mouth,Small Business,Australia,2025-11-12 03:23:54,false,2026-04-01 06:30:00
HS-000260,blopez260@example.com,"Davis, Alexander and Mcintyre",lead,13,IB,Mid Market,Germany,2025-12-02 02:03:06,false,2026-04-01 06:30:00
HS-000261,brandonnichols261@example.com,Barnes PLC,lead,30,Cold Outreach,enterprise,Canada,2026-01-25 11:58:49,false,2026-04-01 06:30:00
HS-000262,teresacampbell262@example.com,Webster Inc,marketingqualifiedlead,55,Paid,SmallBiz,United States,2025-12-06 09:57:40,false,2026-04-01 06:30:00
HS-000263,jenniferacosta263@example.com,"Price, Carlson and Andrews",lead,10,inbound,MidMarket,Germany,2026-03-03 03:21:48,false,2026-04-01 06:30:00
HS-000264,christophersmith264@example.com,Garner-Thornton,marketingqualifiedlead,83,Partner,Mid-Market,United Kingdom,2025-12-21 10:30:37,false,2026-04-01 06:30:00
HS-000265,matthewcollins265@example.com,"Scott, Mendoza and Harris",marketingqualifiedlead,89,inbound,smb,United Kingdom,2026-03-18 01:41:58,false,2026-04-01 06:30:00
HS-000266,dbolton266@example.com,Bates LLC,marketingqualifiedlead,84,Outbound,smb,Germany,2025-10-09 19:45:51,false,2026-04-01 06:30:00
HS-000267,riveramegan267@example.com,Goodwin PLC,lead,17,Inbound,Enterprise,Canada,2025-11-13 18:21:49,false,2026-04-01 06:30:00
HS-000268,brianrowe268@example.com,"Barry, Taylor and Velazquez",lead,6,Inbound,Mid-Market,Canada,2025-10-06 03:25:13,false,2026-04-01 06:30:00
HS-000269,danielshunter269@example.com,Ortiz Ltd,marketingqualifiedlead,55,Inbound,smb,United Kingdom,2025-12-12 06:57:02,false,2026-04-01 06:30:00
HS-000270,lisa01270@example.com,Hancock Inc,lead,28,Paid,Small Business,United States,2025-12-14 00:21:35,false,2026-04-01 06:30:00
HS-000271,paulproctor271@example.com,Hernandez Group,lead,5,outbound,Small Business,Australia,2025-11-25 07:42:45,false,2026-04-01 06:30:00
HS-000272,joanjohnson272@example.com,Green-Ewing,lead,16,Event,SMB,United States,2025-11-27 08:03:47,false,2026-04-01 06:30:00
HS-000273,gmoss273@example.com,Young Ltd,marketingqualifiedlead,61,Content,Small Business,Australia,2026-02-12 02:53:52,false,2026-04-01 06:30:00
HS-000274,thomasmaldonado274@example.com,Wright and Sons,marketingqualifiedlead,89,Content,Mid-Market,United Kingdom,2025-12-11 13:52:51,false,2026-04-01 06:30:00
HS-000275,sharon20275@example.com,Chung-Stevens,marketingqualifiedlead,57,inbound,SmallBiz,United States,2025-09-28 01:07:48,false,2026-04-01 06:30:00
HS-000276,kingdanielle276@example.com,Peck-Anderson,lead,30,Cold Outreach,Mid Market,Canada,2026-02-06 21:09:52,false,2026-04-01 06:30:00
HS-000277,michaelwilliams277@example.com,"Alvarez, Joseph and West",marketingqualifiedlead,64,inbound,Enterprise,United Kingdom,2025-12-15 12:10:08,false,2026-04-01 06:30:00
HS-000278,teresayoung278@example.com,Goodwin Ltd,lead,14,Paid,smb,Canada,2026-01-03 19:14:28,false,2026-04-01 06:30:00
HS-000279,knguyen279@example.com,Moore-Collins,marketingqualifiedlead,58,Word of Mouth,SmallBiz,Australia,2025-10-31 14:17:49,false,2026-04-01 06:30:00
HS-000280,brenda63280@example.com,"Bradford, Salinas and Kelly",lead,22,Paid,SMB,Germany,2025-11-12 09:16:45,false,2026-04-01 06:30:00
HS-000281,novakbianca281@example.com,Gomez and Sons,marketingqualifiedlead,73,Event,MidMarket,Germany,2025-10-16 05:43:21,false,2026-04-01 06:30:00
HS-000282,jbarker282@example.com,Smith-Grimes,lead,11,Cold Outreach,SmallBiz,United States,2025-10-26 16:36:37,false,2026-04-01 06:30:00
HS-000283,kelli32283@example.com,Wright PLC,marketingqualifiedlead,75,Cold Outreach,MM,United States,2026-02-24 12:28:34,false,2026-04-01 06:30:00
HS-000284,ndavis284@example.com,Knox-Powers,marketingqualifiedlead,62,Cold Outreach,SMB,Australia,2025-10-15 07:07:53,false,2026-04-01 06:30:00
HS-000285,sarah00285@example.com,Sheppard LLC,marketingqualifiedlead,87,Outbound,SmallBiz,Canada,2026-01-17 11:16:58,false,2026-04-01 06:30:00
HS-000286,deanna81286@example.com,Solis-West,marketingqualifiedlead,43,IB,SmallBiz,United States,2025-09-19 11:26:32,false,2026-04-01 06:30:00
HS-000287,tonystewart287@example.com,Mccall-Prince,marketingqualifiedlead,85,outbound,Small Business,Germany,2025-08-25 03:49:13,false,2026-04-01 06:30:00
HS-000288,linda73288@example.com,Osborn-Cochran,lead,33,Outbound,MM,Canada,2026-03-29 11:41:29,false,2026-04-01 06:30:00
HS-000289,norrismichael289@example.com,Hernandez-Jones,lead,17,inbound,ENT,Germany,2026-03-04 18:15:22,false,2026-04-01 06:30:00
HS-000290,johnwilliams290@example.com,Kelly Group,marketingqualifiedlead,69,inbound,SMB,Germany,2025-10-16 02:14:47,false,2026-04-01 06:30:00
HS-000291,ihansen291@example.com,"Barnes, Johnson and Schmitt",lead,11,PPC,SmallBiz,Germany,2026-02-28 19:54:07,false,2026-04-01 06:30:00
HS-000292,llopez292@example.com,Bishop and Sons,marketingqualifiedlead,63,Cold Outreach,SMB,Canada,2025-09-10 06:47:52,false,2026-04-01 06:30:00
HS-000293,mario74293@example.com,Strickland-Palmer,marketingqualifiedlead,65,Content Download,smb,Germany,2025-11-21 06:41:36,false,2026-04-01 06:30:00
HS-000294,caseymoore294@example.com,Fernandez and Sons,marketingqualifiedlead,85,PPC,MidMarket,Germany,2025-09-21 01:35:53,false,2026-04-01 06:30:00
HS-000295,lori85295@example.com,"Bradford, Salinas and Kelly",marketingqualifiedlead,67,outbound,SMB,Germany,2025-12-31 22:28:01,false,2026-04-01 06:30:00
HS-000296,osmith296@example.com,Wagner-King,marketingqualifiedlead,59,Cold Outreach,SmallBiz,Australia,2025-10-20 06:23:13,false,2026-04-01 06:30:00
HS-000297,bgross297@example.com,"Morris, Thompson and Williams",lead,22,Partner,Small Business,Germany,2025-09-10 14:50:11,false,2026-04-01 06:30:00
HS-000298,kimberly35298@example.com,Haynes-Moss,lead,26,Trade Show,ENT,United Kingdom,2026-01-07 07:28:09,false,2026-04-01 06:30:00
HS-000299,barrettamber299@example.com,Henry Group,marketingqualifiedlead,89,Outbound,SMB,United States,2025-12-22 00:26:42,false,2026-04-01 06:30:00
HS-000300,rlee300@example.com,Williams PLC,lead,16,IB,Enterprise,United Kingdom,2025-09-16 18:37:02,false,2026-04-01 06:30:00
HS-000301,jcannon301@example.com,"Adkins, Wright and Murray",lead,31,inbound,SMB,Australia,2026-02-15 06:04:04,false,2026-04-01 06:30:00
HS-000302,marcus51302@example.com,Burgess Group,marketingqualifiedlead,74,Inbound,smb,United States,2025-09-30 14:15:44,false,2026-04-01 06:30:00
HS-000303,millscarl303@example.com,Collins Group,marketingqualifiedlead,79,PPC,smb,United States,2025-09-28 10:58:23,false,2026-04-01 06:30:00
HS-000303D,millscarl303@example.com,Collins Group,marketingqualifiedlead,79,PPC,smb,United States,2025-09-28 10:58:23,false,2026-04-01 06:30:00
HS-000304,gregoryjohnson304@example.com,"Becker, Wilson and Hester",marketingqualifiedlead,48,inbound,enterprise,United Kingdom,2025-12-29 10:23:31,false,2026-04-01 06:30:00
HS-000305,washingtoncorey305@example.com,Ramirez-Vasquez,marketingqualifiedlead,55,Inbound,MM,United Kingdom,2025-09-27 20:49:02,false,2026-04-01 06:30:00
HS-000306,hbarrett306@example.com,Rivera and Sons,lead,36,Content Download,Small Business,Australia,2025-10-18 20:38:02,false,2026-04-01 06:30:00
